GeoFIPS,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
" ""05113""",42518,37386,28960,56583,48517,28822,37045,40091,14685,9364,5275,26004,41857,64934,61431,42139,54120,66210,28547,11517,60340,122564,75733
" ""05115""",(D),(D),(D),(D),(D),(D),(D),72265,42759,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),85870,145448,99112
" ""05117""",22098,15052,(D),56345,34589,43438,44699,78566,104766,77842,46692,58087,86770,(D),28147,29800,45876,44586,18613,50053,50042,52326,95425
" ""05119""",5514,3742,7070,11531,4958,9960,14904,16313,7613,24353,10786,26121,49893,22358,16624,15725,20417,15967,20740,20199,25631,21119,28142
" ""05121""",18736,16352,28972,32997,21353,25804,27253,19350,25392,6281,2864,14892,31739,39616,18810,12578,28199,25436,2747,2317,21007,70805,37875
" ""05123""",26826,15269,36847,55019,24742,27600,41063,34914,49042,44758,93203,29518,82371,39479,10987,12046,35625,19410,18242,(D),53004,47208,53672
" ""05125""",3843,3893,4433,4365,(D),5362,4361,2311,2060,2999,2583,2923,2016,2810,2407,2751,3248,3098,3042,2782,2683,2855,2130
" ""05127""",47939,48118,32581,54676,46257,24949,28067,25512,5617,10283,9097,24800,37850,59172,60018,47531,58592,64660,32783,9483,50882,100820,60841
" ""05129""",(D),(D),(D),(D),7961,12572,11873,(D),(D),(D),(D),(D),(D),10576,(D),(D),(D),(D),(D),(D),4107,1149,1281
" ""05131""",21726,24642,18300,30296,19380,11786,9847,6768,3148,5311,3096,22089,30758,49758,45124,26611,34389,38879,(D),1928,37086,82083,50093
" ""05133""",73990,53037,37841,70126,60803,34932,44805,51301,21729,17089,9198,38677,71759,110575,109745,101397,(D),128395,77174,28463,120016,208371,145502
" ""05135""",(D),(D),14665,(D),(D),15797,18189,11136,(D),5517,2426,3001,(D),49524,(D),(D),58583,69799,33555,8326,60813,119039,80085
" ""05137""",(D),21057,17326,25512,20752,15801,(D),(D),(D),2992,2245,12448,14900,29514,23391,9325,12901,13211,3391,2503,11282,26944,17923
" ""05139""",33358,36752,32438,(D),36740,27250,29902,28863,15348,18872,12602,13493,16762,17884,15242,9436,10556,11034,10599,9932,14806,21772,15842
" ""05141""",8918,13132,10502,14274,11317,13439,12258,2699,(D),5714,(D),(D),2068,2134,2498,2873,2112,1868,1452,1106,1069,5091,5750
" ""05143""",93438,80659,70148,161164,130370,76418,111888,107489,12254,14955,9383,47139,98392,156698,136077,62539,97083,111789,5973,5576,109342,288426,121977
" ""05145""",17985,15224,29972,45483,38032,51665,54015,49979,21783,7838,2512,2389,7478,19649,7913,6031,26125,16974,5733,6205,27326,50886,37468
" ""05147""",22686,12497,38058,35035,17510,14237,19891,47718,24142,31812,58074,84000,99368,70803,39404,31141,57909,46106,46130,59752,67949,73699,121577
" ""05149""",53222,44322,37934,73741,56899,31175,44086,44419,12430,9696,10432,31149,73057,105815,98920,80131,100613,114742,56795,17316,105382,202419,121347
" ""06000""",17911660,18736869,21167011,25355080,25442714,24434441,28521063,25708094,24925068,28237298,32278564,34079801,38251284,40819517,37907686,37229593,39257475,39165626,37800192,39070672,43384353,48166838,48212277
" ""06001""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),87733,87578,89935,95429,93550,108482,84529,93016,83633,105768,121647,137687
" ""06003""",(D),(D),402,(D),(D),(D),312,53,0,110,9,40,(D),39,(D),122,82,0,2,(D),1,8,10
" ""06005""",(D),11040,11156,(D),12863,7948,(D),(D),(D),8465,(D),(D),31390,28876,24560,18791,17682,20160,17388,16520,16701,16719,42299
" ""06007""",106632,116446,185853,196284,240632,162728,208514,335271,(D),419775,398921,400641,479350,284440,267757,335262,333903,370824,252786,294115,390416,210117,184858
" ""06009""",6126,(D),8480,16384,(D),6835,5534,7262,3721,6715,8475,21930,14940,19025,13386,6261,9764,12271,13894,13323,14078,14412,23036
" ""06011""",(D),154209,277579,195649,165072,193720,282319,582241,630238,443144,401674,232177,318577,55486,129551,191623,142506,258145,91124,223347,223590,355487,445677
" ""06013""",(D),86574,117048,86267,90201,107622,(D),60338,50482,69821,90693,79645,(D),(D),(D),(D),(D),(D),(D),78047,54881,116952,174291
" ""06015""",8043,7790,(D),(D),(D),39041,30307,41228,26257,36077,47140,59302,45935,56184,(D),38558,35626,35986,37890,43340,39178,51644,44722
" ""06017""",24214,20118,22344,20199,21869,29543,20093,19324,10177,11052,10772,(D),30137,31507,39859,22074,20253,21501,24672,29269,39001,42396,89852
" ""06019""",1488942,2128292,3108314,3530473,3262676,3530921,3255657,2192849,3107713,3605522,4212728,3713060,4665937,4796139,4625705,4527037,4819761,4786321,4222754,4211670,4816844,4934193,5261766
" ""06021""",137049,125705,151007,202142,200394,109288,303105,352799,354930,300046,353824,346764,431095,257639,226188,271994,230109,321211,190416,227640,281447,325649,268453
" ""06023""",131563,105973,160303,164971,161178,(D),(D),(D),(D),(D),(D),(D),(D),(D),228937,(D),(D),(D),(D),(D),232729,336698,328822
" ""06025""",772615,(D),861553,854263,966811,1198912,1112282,1920200,1270647,1262384,1792217,1466145,1757476,1894292,2129103,1827135,1861222,1689191,1852941,1867248,1756769,2716285,4047463
" ""06027""",16513,14925,10606,10671,12720,16191,12560,21267,17390,22066,28190,30785,21418,19870,18138,11519,10832,9486,10360,12041,19596,29994,29974
" ""06029""",566136,1542214,1114443,2271365,2499253,2227450,2967404,1691550,1583573,2593049,3021655,3393467,4051460,4203489,3908665,4115803,4416724,4382766,4348454,4413542,4966399,4576460,4425295
" ""06031""",492606,(D),653182,861429,812889,371715,1103752,454938,146077,339258,1098221,756945,(D),1017258,839944,804664,1010705,894957,948112,946774,962224,1281910,1306329
" ""06033""",37374,23323,21682,18781,18759,32304,24665,28720,27466,34537,50407,105158,105339,99795,83005,81578,84191,93873,89726,98487,113541,78331,89684
" ""06035""",13013,12774,16971,(D),26020,47185,44600,124994,43461,39712,79162,67251,52503,51525,50404,42018,37915,38150,37044,57327,64128,82885,90433
" ""06037""",245682,281152,413772,324219,326640,384584,288375,282443,224515,196241,208194,276709,214338,211653,226719,202952,202275,212602,169658,212678,228710,288160,135111
" ""06039""",126898,303962,261798,732798,759524,669572,843907,718610,236839,856248,993423,1305892,1443973,1605356,1223093,1376461,1496456,1519799,1527340,1407243,1681818,1485770,1548165
" ""06041""",48852,(D),(D),(D),(D),13062,40997,16316,8470,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),89898,109557,159864,207965
" ""06043""",(D),4014,2637,2093,2165,3359,(D),2796,1815,2157,3487,(D),(D),15959,15834,(D),18398,23959,26275,23147,24394,39011,78409
" ""06045""",75193,60269,64463,64481,62197,63942,62257,69750,39943,57897,52540,133552,137525,138963,110953,113465,113881,155989,134912,150137,195147,151143,245324
" ""06047""",(D),(D),(D),(D),(D),(D),(D),1133018,(D),(D),1696186,1467391,1724448,(D),1789694,1526864,(D),(D),(D),(D),1820310,2556855,2247094
" ""06049""",6906,48492,33301,33141,56114,54222,65544,119906,106635,93299,97877,88573,91556,(D),111096,101409,97639,100012,116329,138397,134940,209295,292773
" ""06051""",(D),(D),13507,11153,8418,12168,(D),(D),(D),(D),(D),(D),(D),23533,21009,13498,12216,7293,24079,21825,24614,42129,40707
" ""06053""",3674595,3660073,3920581,2864629,2879569,3681641,3213840,2810296,3972282,3744442,3178073,3502344,4979649,4898194,5476121,5413235,5520990,5608617,5663127,5917202,5981297,7573261,8039679
" ""06055""",222970,305401,(D),134358,327421,148424,133927,163725,130859,146210,125263,408385,437544,411607,335232,383567,406175,470796,333471,387846,606227,300036,686296
" ""06057""",21219,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),21944,22852,25755,47715
" ""06059""",162635,180922,191172,217722,306128,370220,250669,358800,276473,185485,195699,180274,120432,118379,122217,115214,101405,103250,101187,111089,131074,123857,101878
" ""06061""",17450,15281,31768,28502,26267,14784,6279,15234,43896,17467,19850,17457,13449,(D),(D),14704,24225,26948,17422,22316,25839,45133,49960
" ""06063""",16887,8981,12073,15639,17038,22558,18768,16762,8173,8315,7457,11981,8379,11149,8484,3985,4772,4626,5422,6681,9230,11402,20998
" ""06065""",885945,734331,769023,826798,849991,814193,938458,890147,608481,727593,995077,866970,925574,971792,976607,897464,898706,899409,925933,950953,1023964,1190520,1076385
" ""06067""",98680,45488,104752,184762,218643,113930,227392,206493,254382,195676,177919,216794,224803,271570,261225,289358,314780,340994,294207,(D),355021,400669,330941
" ""06069""",(D),(D),(D),(D),(D),(D),(D),155347,174105,137619,120613,140709,186003,185242,191979,199958,185270,203273,184236,193990,197479,257163,214990
" ""06071""",481925,211333,436218,579410,420183,136466,558667,489460,29952,237946,419441,260614,216017,443823,270275,218081,264058,219283,264933,265212,278239,431029,497029
" ""06073""",630529,644021,690038,733391,763315,703969,570872,856206,912977,1149776,994435,1102052,705713,746367,777818,712356,652345,739323,756000,872014,928086,1063156,894985
" ""06075""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),6341,8175,11540,19208,12681,12957,15148
" ""06077""",862701,829173,1000840,1102442,1177244,958250,1347710,1305912,1199501,925759,1154430,1870055,1999452,2102895,1718235,1689014,1738167,1716331,1672242,1545107,1965041,1869195,1261169
" ""06079""",356524,323460,321211,288531,292795,346261,318844,170385,300333,(D),(D),(D),(D),594748,607418,565239,534689,564419,(D),(D),557455,577771,316985
" ""06081""",25597,57341,69972,82627,42777,(D),(D),(D),112149,119830,104724,119613,58479,67772,85176,77302,69245,70355,67291,87785,93134,123577,66209
" ""06083""",487952,658900,762335,720510,758244,888194,830045,799471,1335147,1194987,1028856,1234116,1447217,1500405,1578541,1536616,1464780,1560886,1533442,1719833,1893347,2126960,1490130
" ""06085""",465900,275849,215530,205839,160643,185649,181800,207451,321016,365563,303503,336181,303659,303978,365199,337273,312413,321962,327234,343750,339280,484580,448269
" ""06087""",(D),(D),(D),(D),(D),(D),(D),295517,(D),497733,(D),(D),(D),(D),(D),(D),(D),450148,321635,329958,459843,318272,120791
" ""06089""",31507,37016,41482,37825,34686,44604,43069,42416,62931,101127,91964,115839,90614,98622,105265,93999,95050,109924,112352,119205,132637,144073,197343
" ""06091""",2905,(D),(D),(D),(D),(D),2282,(D),(D),1732,1816,(D),(D),(D),(D),(D),39,782,481,(D),2109,5414,4389
" ""06093""",95439,182959,(D),109474,(D),(D),(D),(D),(D),(D),175721,220657,182856,191039,224084,199671,190490,197325,202587,231403,243902,356598,487335
" ""06095""",61592,(D),139522,126005,159045,157427,192511,312009,202477,160404,189883,254534,231866,232204,227468,206383,155451,222219,121417,135772,236090,284299,47351
" ""06097""",147522,138400,63641,109018,302595,(D),134395,100286,244065,111249,141464,(D),564267,(D),435119,357362,346116,410526,211866,283803,477109,276715,681350
" ""06099""",697877,662520,730245,1401039,1247734,(D),(D),(D),(D),(D),(D),1390128,(D),(D),(D),(D),(D),(D),(D),(D),1864943,2168316,1915031
" ""06101""",172594,146183,191368,196144,130459,210552,239773,493790,587030,463980,410613,(D),379438,158889,218786,285310,252292,294616,197736,268179,328370,383902,362724
" ""06103""",25776,24686,31564,56543,(D),(D),75146,(D),(D),101364,112569,176754,176114,189544,164717,169895,208638,180096,211360,226039,216269,212404,324690
" ""06105""",4545,3253,4628,7055,5516,6320,4047,3983,2219,1928,1434,2053,2536,6263,10037,14900,19546,19955,23677,20963,25016,28977,43514
" ""06107""",1811483,856567,1144494,2146509,2571137,1282544,2729945,2151365,1135178,2003528,2855484,2709225,2937688,4116180,3028950,3129345,3823922,3536884,3875480,3714575,4153910,4670606,4563100
" ""06109""",17364,21914,30244,26659,26143,22910,13025,14204,8807,8931,8797,13443,10002,12775,16059,16056,17344,19549,24670,24894,25158,28908,72838
" ""06111""",387391,627596,502174,924575,599004,1285730,1071334,1196377,1433262,1814323,1489720,1686082,1732619,1678804,1649241,1654858,1660473,1682213,1627509,1649807,1887628,1814717,1527977
" ""06113""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),506339,583735,473919
" ""06115""",(D),(D),91502,65653,53915,83319,(D),128801,180456,111490,(D),(D),(D),(D),(D),107130,104643,108631,77593,81587,88003,48861,44962
" ""08000""",1858638,1531693,1584828,2066923,2112499,1973704,2488000,2165830,2027278,2274301,2780881,2558335,2715612,2726541,2801889,2621601,2364919,2487052,2528826,1851089,3038072,3398824,3437189
" ""08001""",5257,19738,5043,(D),8128,19539,14765,46833,46640,61364,105339,92218,64771,(D),(D),42166,39600,(D),97592,41882,106896,113455,91973
" ""08003""",(D),(D),(D),(D),(D),38708,41556,46266,49004,17683,51333,26205,41125,33270,53415,27227,20040,42868,62437,31805,51412,29128,13454
" ""08005""",4285,6005,4019,3542,3102,3997,8769,1372,8308,7293,19208,10976,7278,5713,7437,6076,12787,10766,4338,6014,5775,7057,13063
" ""08007""",576,626,407,259,536,3676,1460,1407,4024,768,527,5795,10462,4976,5236,6024,(D),3069,(D),2310,2011,2217,4383
" ""08009""",56333,14553,55542,62244,65396,24311,67847,52615,99807,76282,88837,23813,74043,36726,10653,4194,72625,38132,13616,18011,46253,108315,151741
" ""08011""",21745,17212,33116,41780,33133,31960,40583,34908,39911,31202,51332,42624,53007,41835,30879,22036,11774,28340,20740,16017,35351,27007,41333
" ""08013""",5164,4497,2087,7945,2731,6428,4860,4966,5081,5107,30302,6723,11097,7330,14954,9992,10670,13516,13989,7270,6798,14826,14764
" ""08014""",(NA),(D),(D),340,(D),1137,(D),(D),1115,777,890,623,(D),322,944,(D),(D),418,613,737,283,486,573
" ""08015""",567,897,591,2955,1911,1292,881,1225,2148,1378,1197,1487,1994,1637,5786,8898,10364,13992,6058,12799,2199,10752,5700
" ""08017""",35609,6142,38319,33411,25550,781,47348,(D),57544,71916,68210,39602,71437,35035,8100,3344,9551,8145,24155,3441,44821,62541,90566
" ""08019""",(D),(D),(D),(D),(D),(D),(D),256,(D),(D),154,(D),(D),(D),(D),(D),(D),32,0,0,1,31,53
" ""08021""",7369,2690,6209,8536,5478,2469,5119,15720,33878,5007,30408,14577,27286,37132,54479,39215,54499,60175,55514,45971,72812,36062,52176
" ""08023""",15310,31969,7517,10845,11173,10005,11897,12958,12495,1486,18301,4507,9903,7811,10160,2402,4378,3284,5020,3289,3536,3777,5663
" ""08025""",(D),(D),(D),(D),(D),55942,45012,25860,(D),8645,1013,(D),(D),(D),51789,48351,(D),41003,26475,25427,37170,18275,34342
" ""08027""",(D),(D),(D),(D),(D),(D),(D),1075,(D),1143,800,929,1313,853,8889,1060,2432,4056,3295,3444,4208,3603,1557
" ""08029""",12313,4347,4408,11755,9220,7513,18026,9198,11704,7502,19876,9967,8441,29770,45706,21009,7965,11847,16634,10753,23179,35789,19442
" ""08031""",1728,1638,338,1759,2388,4147,1745,122,129,5616,1718,3122,2445,2400,3579,2961,4346,6030,87,107,3149,7749,7517
" ""08033""",920,1610,426,711,3136,794,3294,786,1216,535,12931,(D),(D),780,1126,1065,779,2075,3869,803,4807,5603,934
" ""08035""",(D),(D),(D),(D),(D),6217,6276,9314,14892,(D),(D),(D),7847,7456,6652,8462,15146,10830,4955,6699,7432,9648,20488
" ""08037""",6744,17151,9770,10220,10306,10048,9464,1364,2855,868,1827,1412,2063,4692,2820,3136,5475,4007,3603,3762,3365,5922,5658
" ""08039""",3510,6392,4440,5550,5970,12502,9509,10530,18316,7633,8858,6052,8502,8525,8238,13561,31106,24402,(D),(D),6977,5979,21749
" ""08041""",1889,3902,2086,6364,1805,7574,8027,7708,18204,4838,8307,8789,9205,4914,5408,7628,13335,12708,8575,9789,7851,8595,16705
" ""08043""",3544,738,876,3246,1338,4776,2430,3038,11031,2275,1188,(D),(D),(D),(D),(D),(D),(D),1244,(D),1553,3715,3375
" ""08045""",1387,5305,3703,8820,2030,3710,3157,4705,12200,3124,2217,2564,4032,3302,4055,3269,6408,3686,2569,3388,3466,5083,7617
" ""08047""",(D),(D),162,122,(D),(D),(D),556,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),500,458,522
" ""08049""",1441,2070,1446,(D),(D),(D),(D),(D),(D),(D),(D),1599,5341,6484,7644,3029,1881,(D),(D),(D),1135,7133,2443
" ""08051""",1764,691,3702,10196,10562,(D),1236,1811,4863,1416,937,951,1565,991,1473,1437,4593,3431,(D),1806,1328,1692,4037
" ""08053""",99,489,72,101,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),102,(D),802,(D),(D),(D),143,156,635
" ""08055""",5702,1176,255,8125,2791,619,787,1274,4981,853,442,519,1243,874,666,1173,3944,2517,439,854,505,624,1722
" ""08057""",1801,2009,3064,6994,12534,20311,23588,8415,(D),9365,12704,1793,3209,9405,15572,10633,14451,15834,12397,16356,14377,14676,18233
" ""08059""",4106,6373,2424,3505,1676,3261,4609,2766,9885,4164,18148,4554,9611,6258,7002,8134,5765,11295,5765,13571,7540,14550,12402
" ""08061""",(D),(D),(D),(D),20067,(D),49622,(D),(D),28036,(D),(D),42825,(D),2311,3608,5756,4069,26273,(D),63991,55370,77325
" ""08063""",67727,32699,118247,116816,124417,82349,166132,167614,175232,205061,172485,120311,106974,66180,60953,83220,41310,9477,80936,8695,121724,108006,174877
" ""08065""",(D),(D),(D),(D),(D),(D),(D),137,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),173,192,236
" ""08067""",(D),2848,(D),(D),2743,3981,2871,5167,11267,3384,(D),2672,4803,3867,2643,4803,(D),8308,2703,4451,3401,3312,10772
" ""08069""",2626,13653,3629,4840,5284,17396,7242,9342,20972,32570,41287,43206,39915,48710,47337,18835,17055,32185,58855,29203,49026,73204,25183
" ""08071""",4063,11784,12166,27935,19700,7522,1634,2895,7547,1940,1754,1559,10297,34218,6955,27198,2528,11454,1727,10123,7448,18215,17917
" ""08073""",(D),(D),(D),7542,(D),(D),(D),5726,(D),(D),(D),(D),(D),(D),11099,6428,5324,5853,13470,(D),35263,54770,66454
" ""08075""",162206,132034,143212,(D),137488,140047,189421,175808,95285,148985,129319,173519,163153,164720,201098,199974,113439,93001,93961,10001,124169,88833,91714
" ""08077""",9607,9187,4049,12467,16070,9327,8283,9333,26623,7284,(D),6774,8818,15260,16752,8850,20681,13361,7806,(D),8831,27296,10415
" ""08079""",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),72,205,216,225,420
" ""08081""",3043,9269,17210,28544,31127,38415,44773,12496,34703,8539,21368,1731,2267,11391,14844,4414,2898,3103,3382,10941,15249,8954,13898
" ""08083""",2381,6544,2502,2237,2520,5377,3078,3742,10308,4391,3558,3329,4096,3381,19872,3888,4985,4116,13980,9823,21705,4913,5414
" ""08085""",11046,5057,4406,7431,5403,10562,7111,5998,20317,7479,8484,15546,14938,34859,55428,14407,15551,10999,7373,8738,18622,24729,12347
" ""08087""",136903,149725,(D),177342,169028,198371,114571,95465,26390,99390,113359,146893,152479,190079,200590,193301,131779,157117,172666,96500,205781,205404,217507
" ""08089""",66035,(D),43088,42120,66159,56669,50920,44937,29960,31363,47104,41368,53780,44549,57812,34594,26163,42492,30716,27491,54700,25814,28704
" ""08091""",1426,(D),431,904,443,1267,898,1306,3664,632,217,382,(D),3145,(D),(D),(D),(D),(D),(D),795,2167,1189
" ""08093""",194,565,206,(D),280,1485,814,1838,4938,1170,754,545,(D),(D),513,1104,2598,2266,1457,(D),2652,2715,4176
" ""08095""",70017,29134,51881,44381,36376,24950,72190,63339,66986,64529,104565,77091,52050,49465,14723,34069,9994,17489,29975,13184,50154,94054,116120
" ""08097""",645,(D),(D),589,466,(D),(D),(D),(D),(D),496,(D),(D),(D),(D),(D),(D),(D),(D),4987,4330,3093,3720
" ""08099""",107282,98889,118266,118297,120927,142877,159376,147738,157601,133969,119441,151324,197323,158552,132478,149817,99593,98639,94852,50519,130743,90418,151777
" ""08101""",3273,4940,1780,13900,7434,2603,(D),(D),7459,3242,18422,2355,2740,2705,9072,3199,6157,3424,6198,(D),18252,16112,7119
" ""08103""",540,1424,3601,8968,12122,(D),(D),(D),(D),1222,10890,2186,(D),(D),(D),2199,(D),(D),1825,(D),2670,4388,3687
" ""08105""",(D),86932,29734,48785,70408,(D),95893,99165,108991,63647,92180,58958,83596,84287,98014,85565,97196,115377,118953,113099,115516,89269,97272
" ""08107""",(D),(D),(D),(D),15620,(D),(D),(D),6607,(D),(D),2908,3052,(D),(D),(D),(D),(D),2245,2983,3245,4978,9385
" ""08109""",26121,62532,8510,26605,47858,36269,56012,55113,37843,33098,63138,33209,55165,50639,74361,56060,57212,73737,89656,65733,95945,57904,68288
" ""08111""",109,(D),(D),(D),(D),(D),(D),81,(D),(D),(D),(D),311,161,182,171,166,112,22,44,89,81,102
" ""08113""",107,623,113,622,1231,(D),232,863,1791,436,1811,254,379,256,536,1854,1285,4376,401,700,850,3759,2012
" ""08115""",24456,9168,23765,35257,30719,25100,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1731,5360,12501,3009,20530,39152,31917
" ""08117""",(D),510,(D),(D),(D),(D),(D),(D),(D),595,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1027,1140,2378
